Work_Schedule_Id,Day_Name,Start_Date_Time,End_Date_Time,Other_Details


,
,,
,,,
,,,,
Test,,,,
Test,Test,,,
Test,Test,Test,,
Test,Test,Test,Test,
Test,Test,Test,Test,Test
Dup,Dup,Dup,Dup,Dup
Dup,Dup,Dup,Dup,Dup
WW0305,Thursday,Thursday,2020-01-01 0:0:49,2020-01-01 7:31:46,Detail
WW0306,Sunday,Thursday,2020-01-01 14:19:8,2020-01-01 15:55:55,Detail
WW0307,Monday,Friday,2020-01-01 22:35:30,2020-01-01 23:7:46,Detail
WW0308,Wednesday,Wednesday,2020-01-01 6:37:55,2020-01-01 0:0:13,Detail
WW0309,Thursday,Wednesday,2020-01-01 7:43:29,2020-01-01 14:27:9,Detail
WW0310,Sunday,Wednesday,2020-01-01 16:13:20,2020-01-01 22:10:17,Detail
WW0311,Sunday,Tuesday,2020-01-01 23:55:29,2020-01-01 6:1:48,Detail
WW0312,Tuesday,Wednesday,2020-01-01 0:0:40,2020-01-01 7:2:14,Detail
WW0313,Thursday,Friday,2020-01-01 14:18:24,2020-01-01 15:14:21,Detail
WW0314,Sunday,Sunday,2020-01-01 22:24:16,2020-01-01 23:31:25,Detail
WW0315,Thursday,Wednesday,2020-01-01 6:31:8,2020-01-01 0:0:50,Detail
WW0316,Tuesday,Monday,2020-01-01 8:46:27,2020-01-01 14:58:9,Detail
WW0317,Friday,Thursday,2020-01-01 16:52:10,2020-01-01 22:14:11,Detail
WW0318,Saturday,Sunday,2020-01-01 23:38:16,2020-01-01 6:20:3,Detail
WW0319,Sunday,Monday,2020-01-01 0:0:32,2020-01-01 7:12:58,Detail
WW0320,Saturday,Friday,2020-01-01 14:9:54,2020-01-01 15:10:24,Detail
WW0321,Saturday,Saturday,2020-01-01 22:46:34,2020-01-01 23:35:20,Detail
WW0322,Tuesday,Thursday,2020-01-01 6:27:24,2020-01-01 0:0:17,Detail
WW0323,Friday,Thursday,2020-01-01 8:13:16,2020-01-01 14:50:16,Detail
WW0324,Wednesday,Friday,2020-01-01 16:35:48,2020-01-01 22:2:54,Detail
WW0325,Monday,Monday,2020-01-01 23:2:34,2020-01-01 6:33:59,Detail
WW0326,Monday,Monday,2020-01-01 0:0:3,2020-01-01 8:14:27,Detail
WW0327,Friday,Sunday,2020-01-01 14:16:58,2020-01-01 15:4:11,Detail
WW0328,Saturday,Wednesday,2020-01-01 22:48:23,2020-01-01 23:42:4,Detail
WW0329,Monday,Sunday,2020-01-01 6:13:10,2020-01-01 0:0:19,Detail
WW0330,Saturday,Wednesday,2020-01-01 7:11:43,2020-01-01 14:32:40,Detail
WW0331,Thursday,Saturday,2020-01-01 16:29:3,2020-01-01 22:24:15,Detail
WW0332,Sunday,Saturday,2020-01-01 23:12:42,2020-01-01 6:8:34,Detail
WW0333,Saturday,Sunday,2020-01-01 0:0:58,2020-01-01 7:22:29,Detail
WW0334,Wednesday,Saturday,2020-01-01 14:45:11,2020-01-01 16:21:16,Detail
WW0335,Wednesday,Monday,2020-01-01 22:56:37,2020-01-01 23:11:17,Detail
WW0336,Tuesday,Wednesday,2020-01-01 6:51:27,2020-01-01 0:0:38,Detail
WW0337,Sunday,Friday,2020-01-01 7:46:16,2020-01-01 14:5:6,Detail
WW0338,Thursday,Wednesday,2020-01-01 15:58:25,2020-01-01 22:44:18,Detail
WW0339,Friday,Saturday,2020-01-01 23:50:48,2020-01-01 6:6:57,Detail
WW0340,Sunday,Sunday,2020-01-01 0:0:46,2020-01-01 8:30:25,Detail
WW0341,Wednesday,Tuesday,2020-01-01 14:24:57,2020-01-01 16:17:45,Detail
WW0342,Sunday,Monday,2020-01-01 22:11:45,2020-01-01 23:24:59,Detail
WW0343,Thursday,Tuesday,2020-01-01 6:46:32,2020-01-01 0:0:34,Detail
WW0344,Friday,Wednesday,2020-01-01 8:29:28,2020-01-01 14:35:13,Detail
WW0345,Monday,Thursday,2020-01-01 16:58:28,2020-01-01 22:0:44,Detail
WW0346,Monday,Friday,2020-01-01 23:57:29,2020-01-01 6:56:0,Detail
WW0347,Sunday,Thursday,2020-01-01 0:0:2,2020-01-01 7:46:46,Detail
WW0348,Thursday,Tuesday,2020-01-01 14:47:24,2020-01-01 16:21:33,Detail
WW0349,Wednesday,Sunday,2020-01-01 22:19:51,2020-01-01 23:14:35,Detail
WW0350,Tuesday,Saturday,2020-01-01 6:13:47,2020-01-01 0:0:58,Detail
WW0351,Monday,Saturday,2020-01-01 7:3:55,2020-01-01 14:10:31,Detail
WW0352,Saturday,Friday,2020-01-01 16:19:0,2020-01-01 22:54:33,Detail
WW0353,Monday,Wednesday,2020-01-01 23:46:22,2020-01-01 6:10:21,Detail
WW0354,Thursday,Tuesday,2020-01-01 0:0:40,2020-01-01 8:50:56,Detail
WW0355,Wednesday,Monday,2020-01-01 14:10:9,2020-01-01 15:55:25,Detail
WW0356,Wednesday,Monday,2020-01-01 22:28:19,2020-01-01 23:14:38,Detail
WW0357,Monday,Friday,2020-01-01 6:33:20,2020-01-01 0:0:29,Detail
WW0358,Thursday,Thursday,2020-01-01 8:42:56,2020-01-01 14:40:1,Detail
WW0359,Saturday,Wednesday,2020-01-01 16:30:31,2020-01-01 22:23:7,Detail
WW0360,Friday,Sunday,2020-01-01 23:1:15,2020-01-01 6:4:1,Detail
WW0361,Friday,Wednesday,2020-01-01 0:0:23,2020-01-01 8:46:48,Detail
WW0362,Wednesday,Wednesday,2020-01-01 14:55:5,2020-01-01 15:25:44,Detail
WW0363,Tuesday,Saturday,2020-01-01 22:53:48,2020-01-01 23:43:16,Detail
WW0364,Monday,Friday,2020-01-01 6:43:35,2020-01-01 0:0:26,Detail
WW0365,Tuesday,Sunday,2020-01-01 8:40:7,2020-01-01 14:55:37,Detail
WW0366,Tuesday,Friday,2020-01-01 16:11:20,2020-01-01 22:0:5,Detail
WW0367,Friday,Wednesday,2020-01-01 23:58:20,2020-01-01 6:33:3,Detail
WW0368,Monday,Thursday,2020-01-01 0:0:44,2020-01-01 8:37:44,Detail
WW0369,Tuesday,Tuesday,2020-01-01 14:35:8,2020-01-01 15:45:49,Detail
WW0370,Friday,Thursday,2020-01-01 22:23:19,2020-01-01 23:14:43,Detail
WW0371,Saturday,Thursday,2020-01-01 6:39:46,2020-01-01 0:0:35,Detail
WW0372,Monday,Friday,2020-01-01 8:27:15,2020-01-01 14:44:28,Detail
WW0373,Saturday,Tuesday,2020-01-01 15:42:22,2020-01-01 22:54:24,Detail
WW0374,Tuesday,Sunday,2020-01-01 23:33:1,2020-01-01 6:6:34,Detail
WW0375,Monday,Saturday,2020-01-01 0:0:21,2020-01-01 7:30:32,Detail
WW0376,Thursday,Monday,2020-01-01 14:10:20,2020-01-01 15:53:48,Detail
WW0377,Thursday,Wednesday,2020-01-01 22:20:28,2020-01-01 23:46:11,Detail
WW0378,Sunday,Wednesday,2020-01-01 6:40:0,2020-01-01 0:0:8,Detail
WW0379,Wednesday,Monday,2020-01-01 8:58:10,2020-01-01 14:28:39,Detail
WW0380,Saturday,Friday,2020-01-01 16:59:4,2020-01-01 22:21:48,Detail
WW0381,Monday,Tuesday,2020-01-01 23:5:58,2020-01-01 6:3:35,Detail
WW0382,Wednesday,Friday,2020-01-01 0:0:51,2020-01-01 8:49:29,Detail
WW0383,Friday,Wednesday,2020-01-01 14:20:43,2020-01-01 16:15:10,Detail
WW0384,Saturday,Wednesday,2020-01-01 22:37:15,2020-01-01 23:15:31,Detail
WW0385,Friday,Monday,2020-01-01 6:23:15,2020-01-01 0:0:16,Detail
WW0386,Thursday,Sunday,2020-01-01 8:49:42,2020-01-01 14:11:39,Detail
WW0387,Friday,Wednesday,2020-01-01 15:39:23,2020-01-01 22:12:23,Detail
WW0388,Sunday,Thursday,2020-01-01 23:8:26,2020-01-01 6:20:12,Detail
WW0389,Tuesday,Tuesday,2020-01-01 0:0:43,2020-01-01 8:28:24,Detail
WW0390,Friday,Sunday,2020-01-01 14:18:42,2020-01-01 15:54:51,Detail
WW0391,Wednesday,Sunday,2020-01-01 22:57:22,2020-01-01 23:53:12,Detail
WW0392,Wednesday,Monday,2020-01-01 6:29:25,2020-01-01 0:0:25,Detail
WW0393,Wednesday,Friday,2020-01-01 7:47:3,2020-01-01 14:44:0,Detail
WW0394,Tuesday,Friday,2020-01-01 16:16:3,2020-01-01 22:23:54,Detail
WW0395,Wednesday,Wednesday,2020-01-01 23:15:55,2020-01-01 6:6:41,Detail
WW0396,Sunday,Wednesday,2020-01-01 0:0:3,2020-01-01 7:3:13,Detail
WW0397,Monday,Monday,2020-01-01 14:42:55,2020-01-01 16:7:19,Detail
WW0398,Thursday,Monday,2020-01-01 22:37:35,2020-01-01 23:24:44,Detail
WW0399,Saturday,Friday,2020-01-01 6:48:49,2020-01-01 0:0:36,Detail
WW0400,Monday,Tuesday,2020-01-01 7:29:38,2020-01-01 14:59:13,Detail
WW0401,Monday,Tuesday,2020-01-01 15:25:53,2020-01-01 22:16:5,Detail
WW0402,Friday,Tuesday,2020-01-01 23:22:39,2020-01-01 6:28:11,Detail
WW0403,Thursday,Monday,2020-01-01 0:0:28,2020-01-01 7:31:19,Detail
WW0404,Saturday,Tuesday,2020-01-01 14:31:42,2020-01-01 15:6:51,Detail
WW0405,Thursday,Sunday,2020-01-01 22:55:46,2020-01-01 23:44:48,Detail
WW0406,Tuesday,Saturday,2020-01-01 6:52:23,2020-01-01 0:0:26,Detail
WW0407,Sunday,Monday,2020-01-01 7:18:22,2020-01-01 14:6:50,Detail
WW0408,Monday,Tuesday,2020-01-01 16:45:54,2020-01-01 22:0:57,Detail
WW0409,Friday,Thursday,2020-01-01 23:52:6,2020-01-01 6:52:51,Detail
WW0410,Saturday,Wednesday,2020-01-01 0:0:21,2020-01-01 8:42:15,Detail
WW0411,Wednesday,Thursday,2020-01-01 14:43:53,2020-01-01 15:26:22,Detail
WW0412,Wednesday,Thursday,2020-01-01 22:53:19,2020-01-01 23:25:59,Detail
WW0413,Thursday,Thursday,2020-01-01 6:57:10,2020-01-01 0:0:26,Detail
WW0414,Sunday,Thursday,2020-01-01 7:46:20,2020-01-01 14:30:52,Detail
WW0415,Sunday,Saturday,2020-01-01 15:27:27,2020-01-01 22:53:21,Detail
WW0416,Tuesday,Friday,2020-01-01 23:8:49,2020-01-01 6:58:53,Detail
WW0417,Monday,Wednesday,2020-01-01 0:0:25,2020-01-01 8:11:34,Detail
WW0418,Friday,Thursday,2020-01-01 14:23:0,2020-01-01 15:0:2,Detail
WW0419,Wednesday,Wednesday,2020-01-01 22:24:16,2020-01-01 23:23:14,Detail
WW0420,Sunday,Friday,2020-01-01 6:21:41,2020-01-01 0:0:40,Detail
WW0421,Saturday,Friday,2020-01-01 7:4:22,2020-01-01 14:25:8,Detail
WW0422,Saturday,Tuesday,2020-01-01 15:49:1,2020-01-01 22:47:4,Detail
WW0423,Friday,Monday,2020-01-01 23:9:21,2020-01-01 6:24:1,Detail
WW0424,Monday,Friday,2020-01-01 0:0:11,2020-01-01 7:0:5,Detail
WW0425,Saturday,Sunday,2020-01-01 14:19:57,2020-01-01 16:37:52,Detail
WW0426,Thursday,Friday,2020-01-01 22:49:4,2020-01-01 23:45:28,Detail
WW0427,Wednesday,Tuesday,2020-01-01 6:7:10,2020-01-01 0:0:18,Detail
WW0428,Tuesday,Saturday,2020-01-01 7:7:37,2020-01-01 14:22:7,Detail
WW0429,Sunday,Monday,2020-01-01 15:27:49,2020-01-01 22:38:56,Detail
WW0430,Thursday,Saturday,2020-01-01 23:7:22,2020-01-01 6:3:44,Detail
WW0431,Friday,Wednesday,2020-01-01 0:0:58,2020-01-01 7:19:2,Detail
WW0432,Saturday,Wednesday,2020-01-01 14:30:26,2020-01-01 15:0:21,Detail
WW0433,Saturday,Saturday,2020-01-01 22:22:36,2020-01-01 23:8:49,Detail
WW0434,Wednesday,Tuesday,2020-01-01 6:39:59,2020-01-01 0:0:54,Detail
WW0435,Friday,Saturday,2020-01-01 7:34:6,2020-01-01 14:19:26,Detail
WW0436,Tuesday,Thursday,2020-01-01 15:22:29,2020-01-01 22:31:29,Detail
WW0437,Monday,Wednesday,2020-01-01 23:6:9,2020-01-01 6:13:37,Detail
WW0438,Monday,Friday,2020-01-01 0:0:10,2020-01-01 7:43:5,Detail
WW0439,Sunday,Tuesday,2020-01-01 14:26:22,2020-01-01 16:50:9,Detail
WW0440,Thursday,Saturday,2020-01-01 22:26:13,2020-01-01 23:1:15,Detail
WW0441,Wednesday,Sunday,2020-01-01 6:33:26,2020-01-01 0:0:57,Detail
WW0442,Saturday,Saturday,2020-01-01 7:7:47,2020-01-01 14:47:43,Detail
WW0443,Friday,Wednesday,2020-01-01 16:0:4,2020-01-01 22:45:24,Detail
WW0444,Tuesday,Monday,2020-01-01 23:7:57,2020-01-01 6:32:44,Detail
WW0445,Friday,Thursday,2020-01-01 0:0:50,2020-01-01 7:12:27,Detail
WW0446,Saturday,Saturday,2020-01-01 14:55:31,2020-01-01 15:38:55,Detail
WW0447,Saturday,Tuesday,2020-01-01 22:50:44,2020-01-01 23:39:15,Detail
WW0448,Monday,Tuesday,2020-01-01 6:28:33,2020-01-01 0:0:19,Detail
WW0449,Friday,Sunday,2020-01-01 7:58:45,2020-01-01 14:17:18,Detail
WW0450,Wednesday,Saturday,2020-01-01 15:44:0,2020-01-01 22:45:2,Detail
WW0451,Thursday,Thursday,2020-01-01 23:58:5,2020-01-01 6:2:12,Detail
WW0452,Tuesday,Saturday,2020-01-01 0:0:59,2020-01-01 8:14:32,Detail
WW0453,Thursday,Tuesday,2020-01-01 14:4:21,2020-01-01 16:58:19,Detail
WW0454,Friday,Saturday,2020-01-01 22:36:51,2020-01-01 23:56:16,Detail
WW0455,Friday,Thursday,2020-01-01 6:47:35,2020-01-01 0:0:43,Detail
WW0456,Thursday,Tuesday,2020-01-01 7:44:22,2020-01-01 14:8:7,Detail
WW0457,Monday,Monday,2020-01-01 16:26:50,2020-01-01 22:14:55,Detail
WW0458,Wednesday,Wednesday,2020-01-01 23:55:10,2020-01-01 6:41:28,Detail
WW0459,Thursday,Sunday,2020-01-01 0:0:4,2020-01-01 7:1:28,Detail
WW0460,Sunday,Thursday,2020-01-01 14:18:39,2020-01-01 16:10:46,Detail
WW0461,Sunday,Wednesday,2020-01-01 22:45:58,2020-01-01 23:49:50,Detail
WW0462,Wednesday,Thursday,2020-01-01 6:26:1,2020-01-01 0:0:12,Detail
WW0463,Friday,Tuesday,2020-01-01 7:12:42,2020-01-01 14:14:5,Detail
WW0464,Friday,Friday,2020-01-01 15:36:25,2020-01-01 22:10:32,Detail
WW0465,Friday,Wednesday,2020-01-01 23:17:12,2020-01-01 6:50:29,Detail
WW0466,Monday,Wednesday,2020-01-01 0:0:51,2020-01-01 8:51:31,Detail
WW0467,Monday,Monday,2020-01-01 14:4:12,2020-01-01 16:50:57,Detail
WW0468,Monday,Friday,2020-01-01 22:46:32,2020-01-01 23:39:59,Detail
WW0469,Friday,Thursday,2020-01-01 6:4:41,2020-01-01 0:0:15,Detail
WW0470,Wednesday,Sunday,2020-01-01 7:6:4,2020-01-01 14:50:10,Detail
WW0471,Thursday,Monday,2020-01-01 15:48:45,2020-01-01 22:42:28,Detail
WW0472,Wednesday,Saturday,2020-01-01 23:14:19,2020-01-01 6:45:29,Detail
WW0473,Thursday,Wednesday,2020-01-01 0:0:11,2020-01-01 7:37:39,Detail
WW0474,Friday,Thursday,2020-01-01 14:48:38,2020-01-01 16:19:11,Detail
WW0475,Friday,Friday,2020-01-01 22:16:54,2020-01-01 23:46:0,Detail
WW0476,Saturday,Thursday,2020-01-01 6:58:41,2020-01-01 0:0:16,Detail
WW0477,Monday,Thursday,2020-01-01 7:0:52,2020-01-01 14:4:23,Detail
WW0478,Sunday,Thursday,2020-01-01 16:59:16,2020-01-01 22:35:20,Detail
WW0479,Saturday,Friday,2020-01-01 23:9:35,2020-01-01 6:27:43,Detail
WW0480,Sunday,Wednesday,2020-01-01 0:0:32,2020-01-01 8:47:11,Detail
WW0481,Saturday,Saturday,2020-01-01 14:0:0,2020-01-01 15:42:9,Detail
WW0482,Wednesday,Tuesday,2020-01-01 22:27:42,2020-01-01 23:41:35,Detail
WW0483,Friday,Tuesday,2020-01-01 6:27:53,2020-01-01 0:0:11,Detail
WW0484,Wednesday,Friday,2020-01-01 8:3:48,2020-01-01 14:17:10,Detail
WW0485,Saturday,Saturday,2020-01-01 16:28:3,2020-01-01 22:23:51,Detail
WW0486,Friday,Monday,2020-01-01 23:3:58,2020-01-01 6:43:57,Detail
WW0487,Saturday,Thursday,2020-01-01 0:0:12,2020-01-01 8:33:23,Detail
WW0488,Saturday,Thursday,2020-01-01 14:44:26,2020-01-01 16:18:40,Detail
WW0489,Thursday,Tuesday,2020-01-01 22:53:3,2020-01-01 23:40:43,Detail
WW0490,Saturday,Thursday,2020-01-01 6:41:11,2020-01-01 0:0:58,Detail
WW0491,Monday,Tuesday,2020-01-01 7:14:9,2020-01-01 14:10:50,Detail
WW0492,Tuesday,Sunday,2020-01-01 16:37:41,2020-01-01 22:54:52,Detail
WW0493,Friday,Saturday,2020-01-01 23:53:17,2020-01-01 6:10:25,Detail
WW0494,Wednesday,Wednesday,2020-01-01 0:0:12,2020-01-01 7:10:40,Detail
WW0495,Friday,Thursday,2020-01-01 14:58:49,2020-01-01 16:54:44,Detail
WW0496,Saturday,Monday,2020-01-01 22:4:59,2020-01-01 23:58:32,Detail
WW0497,Tuesday,Tuesday,2020-01-01 6:33:47,2020-01-01 0:0:15,Detail
WW0498,Thursday,Friday,2020-01-01 7:36:45,2020-01-01 14:3:3,Detail
WW0499,Wednesday,Wednesday,2020-01-01 15:45:32,2020-01-01 22:18:2,Detail
WW0500,Tuesday,Monday,2020-01-01 23:42:6,2020-01-01 6:25:2,Detail
WW0501,Wednesday,Tuesday,2020-01-01 0:0:17,2020-01-01 7:48:6,Detail
WW0502,Saturday,Thursday,2020-01-01 14:27:53,2020-01-01 15:33:46,Detail
WW0503,Thursday,Tuesday,2020-01-01 22:11:14,2020-01-01 23:19:6,Detail
WW0504,Saturday,Tuesday,2020-01-01 6:7:17,2020-01-01 0:0:18,Detail
WW0505,Saturday,Saturday,2020-01-01 7:7:22,2020-01-01 14:0:27,Detail
WW0506,Sunday,Tuesday,2020-01-01 16:52:43,2020-01-01 22:50:38,Detail
WW0507,Friday,Saturday,2020-01-01 23:3:35,2020-01-01 6:48:15,Detail
WW0508,Friday,Tuesday,2020-01-01 0:0:24,2020-01-01 7:59:38,Detail
WW0509,Monday,Sunday,2020-01-01 14:16:13,2020-01-01 15:36:2,Detail
WW0510,Sunday,Tuesday,2020-01-01 22:51:26,2020-01-01 23:11:51,Detail
WW0511,Tuesday,Saturday,2020-01-01 6:24:49,2020-01-01 0:0:42,Detail
WW0512,Monday,Monday,2020-01-01 7:1:52,2020-01-01 14:0:58,Detail
WW0513,Sunday,Sunday,2020-01-01 15:15:46,2020-01-01 22:56:11,Detail
WW0514,Sunday,Saturday,2020-01-01 23:37:35,2020-01-01 6:2:11,Detail
WW0515,Monday,Saturday,2020-01-01 0:0:14,2020-01-01 8:16:50,Detail
WW0516,Monday,Thursday,2020-01-01 14:31:16,2020-01-01 16:50:2,Detail
WW0517,Thursday,Wednesday,2020-01-01 22:5:56,2020-01-01 23:50:39,Detail
WW0518,Thursday,Saturday,2020-01-01 6:30:4,2020-01-01 0:0:19,Detail
WW0519,Friday,Saturday,2020-01-01 8:4:32,2020-01-01 14:6:26,Detail
WW0520,Friday,Thursday,2020-01-01 16:37:14,2020-01-01 22:17:45,Detail
WW0521,Wednesday,Friday,2020-01-01 23:11:17,2020-01-01 6:30:41,Detail
WW0522,Saturday,Tuesday,2020-01-01 0:0:10,2020-01-01 7:36:46,Detail
WW0523,Thursday,Thursday,2020-01-01 14:49:22,2020-01-01 16:3:29,Detail
WW0524,Sunday,Sunday,2020-01-01 22:45:30,2020-01-01 23:48:48,Detail
WW0525,Tuesday,Wednesday,2020-01-01 6:52:29,2020-01-01 0:0:12,Detail
WW0526,Wednesday,Thursday,2020-01-01 8:46:30,2020-01-01 14:40:12,Detail
WW0527,Tuesday,Sunday,2020-01-01 15:39:30,2020-01-01 22:7:51,Detail
WW0528,Tuesday,Saturday,2020-01-01 23:5:2,2020-01-01 6:50:0,Detail
WW0529,Tuesday,Monday,2020-01-01 0:0:16,2020-01-01 8:16:31,Detail
WW0530,Saturday,Tuesday,2020-01-01 14:30:32,2020-01-01 16:50:57,Detail
WW0531,Tuesday,Friday,2020-01-01 22:10:36,2020-01-01 23:38:8,Detail
WW0532,Friday,Friday,2020-01-01 6:18:5,2020-01-01 0:0:3,Detail
WW0533,Friday,Saturday,2020-01-01 7:0:34,2020-01-01 14:5:7,Detail
WW0534,Thursday,Thursday,2020-01-01 15:32:36,2020-01-01 22:51:50,Detail
WW0535,Thursday,Sunday,2020-01-01 23:26:33,2020-01-01 6:34:41,Detail
WW0536,Saturday,Tuesday,2020-01-01 0:0:43,2020-01-01 8:57:23,Detail
WW0537,Monday,Monday,2020-01-01 14:11:9,2020-01-01 16:48:7,Detail
WW0538,Tuesday,Wednesday,2020-01-01 22:2:18,2020-01-01 23:58:48,Detail
WW0539,Saturday,Friday,2020-01-01 6:33:53,2020-01-01 0:0:11,Detail
WW0540,Thursday,Monday,2020-01-01 8:59:45,2020-01-01 14:26:18,Detail
WW0541,Thursday,Friday,2020-01-01 16:21:15,2020-01-01 22:45:19,Detail
WW0542,Thursday,Sunday,2020-01-01 23:20:27,2020-01-01 6:20:17,Detail
WW0543,Saturday,Sunday,2020-01-01 0:0:46,2020-01-01 7:20:44,Detail
WW0544,Saturday,Friday,2020-01-01 14:53:39,2020-01-01 15:9:3,Detail
WW0545,Tuesday,Wednesday,2020-01-01 22:9:41,2020-01-01 23:16:58,Detail
WW0546,Tuesday,Sunday,2020-01-01 6:38:7,2020-01-01 0:0:12,Detail
WW0547,Thursday,Monday,2020-01-01 7:52:39,2020-01-01 14:52:42,Detail
WW0548,Saturday,Monday,2020-01-01 16:50:53,2020-01-01 22:21:30,Detail
WW0549,Tuesday,Friday,2020-01-01 23:50:49,2020-01-01 6:54:50,Detail
WW0550,Tuesday,Thursday,2020-01-01 0:0:8,2020-01-01 7:9:44,Detail
WW0551,Wednesday,Friday,2020-01-01 14:20:1,2020-01-01 16:29:19,Detail
WW0552,Friday,Friday,2020-01-01 22:30:58,2020-01-01 23:34:49,Detail
WW0553,Sunday,Sunday,2020-01-01 6:47:37,2020-01-01 0:0:29,Detail
WW0554,Monday,Wednesday,2020-01-01 8:4:57,2020-01-01 14:51:49,Detail
WW0555,Saturday,Wednesday,2020-01-01 15:39:7,2020-01-01 22:52:55,Detail
WW0556,Monday,Wednesday,2020-01-01 23:29:34,2020-01-01 6:41:42,Detail
WW0557,Sunday,Friday,2020-01-01 0:0:8,2020-01-01 7:50:26,Detail
WW0558,Friday,Saturday,2020-01-01 14:52:38,2020-01-01 16:34:29,Detail
WW0559,Tuesday,Tuesday,2020-01-01 22:51:1,2020-01-01 23:11:20,Detail
WW0560,Sunday,Thursday,2020-01-01 6:9:29,2020-01-01 0:0:23,Detail
WW0561,Friday,Thursday,2020-01-01 7:58:41,2020-01-01 14:25:4,Detail
WW0562,Wednesday,Sunday,2020-01-01 15:0:14,2020-01-01 22:22:31,Detail
WW0563,Sunday,Sunday,2020-01-01 23:15:57,2020-01-01 6:40:28,Detail
WW0564,Thursday,Tuesday,2020-01-01 0:0:44,2020-01-01 8:43:47,Detail
WW0565,Friday,Friday,2020-01-01 14:43:20,2020-01-01 15:10:53,Detail
WW0566,Thursday,Friday,2020-01-01 22:25:28,2020-01-01 23:9:50,Detail
WW0567,Tuesday,Thursday,2020-01-01 6:42:5,2020-01-01 0:0:28,Detail
WW0568,Wednesday,Wednesday,2020-01-01 7:28:8,2020-01-01 14:2:2,Detail
WW0569,Thursday,Monday,2020-01-01 16:13:46,2020-01-01 22:48:32,Detail
WW0570,Monday,Friday,2020-01-01 23:19:18,2020-01-01 6:22:36,Detail
WW0571,Tuesday,Thursday,2020-01-01 0:0:18,2020-01-01 8:34:11,Detail
WW0572,Friday,Thursday,2020-01-01 14:11:23,2020-01-01 16:0:29,Detail
WW0573,Sunday,Thursday,2020-01-01 22:43:2,2020-01-01 23:8:11,Detail
WW0574,Thursday,Tuesday,2020-01-01 6:26:58,2020-01-01 0:0:7,Detail
WW0575,Friday,Wednesday,2020-01-01 7:46:58,2020-01-01 14:21:23,Detail
WW0576,Wednesday,Sunday,2020-01-01 15:41:40,2020-01-01 22:1:12,Detail
WW0577,Saturday,Friday,2020-01-01 23:44:52,2020-01-01 6:59:3,Detail
WW0578,Friday,Saturday,2020-01-01 0:0:2,2020-01-01 8:21:38,Detail
WW0579,Wednesday,Wednesday,2020-01-01 14:28:10,2020-01-01 15:35:8,Detail
WW0580,Wednesday,Sunday,2020-01-01 22:30:40,2020-01-01 23:16:16,Detail
WW0581,Saturday,Sunday,2020-01-01 6:41:56,2020-01-01 0:0:9,Detail
WW0582,Wednesday,Tuesday,2020-01-01 7:8:50,2020-01-01 14:32:30,Detail
WW0583,Tuesday,Wednesday,2020-01-01 15:24:41,2020-01-01 22:2:56,Detail
WW0584,Monday,Saturday,2020-01-01 23:32:38,2020-01-01 6:3:59,Detail
WW0585,Tuesday,Thursday,2020-01-01 0:0:28,2020-01-01 8:20:38,Detail
WW0586,Wednesday,Thursday,2020-01-01 14:10:27,2020-01-01 16:33:33,Detail
WW0587,Friday,Tuesday,2020-01-01 22:55:1,2020-01-01 23:27:38,Detail
WW0588,Monday,Tuesday,2020-01-01 6:32:55,2020-01-01 0:0:30,Detail
WW0589,Saturday,Wednesday,2020-01-01 7:2:34,2020-01-01 14:17:29,Detail
WW0590,Friday,Monday,2020-01-01 16:0:57,2020-01-01 22:7:31,Detail
WW0591,Sunday,Saturday,2020-01-01 23:52:22,2020-01-01 6:20:40,Detail
WW0592,Monday,Monday,2020-01-01 0:0:28,2020-01-01 7:5:19,Detail
WW0593,Monday,Friday,2020-01-01 14:49:24,2020-01-01 15:24:0,Detail
WW0594,Thursday,Monday,2020-01-01 22:1:52,2020-01-01 23:33:31,Detail
WW0595,Thursday,Wednesday,2020-01-01 6:42:45,2020-01-01 0:0:33,Detail
WW0596,Tuesday,Thursday,2020-01-01 7:49:53,2020-01-01 14:3:53,Detail
WW0597,Sunday,Monday,2020-01-01 16:15:36,2020-01-01 22:33:29,Detail
WW0598,Tuesday,Tuesday,2020-01-01 23:24:54,2020-01-01 6:49:4,Detail
WW0599,Friday,Monday,2020-01-01 0:0:15,2020-01-01 8:38:19,Detail
WW0600,Monday,Friday,2020-01-01 14:59:29,2020-01-01 15:50:17,Detail
WW0601,Monday,Saturday,2020-01-01 22:41:35,2020-01-01 23:30:30,Detail
WW0602,Sunday,Wednesday,2020-01-01 6:8:24,2020-01-01 0:0:9,Detail
WW0603,Monday,Thursday,2020-01-01 7:11:41,2020-01-01 14:51:6,Detail
WW0604,Wednesday,Sunday,2020-01-01 16:30:34,2020-01-01 22:53:14,Detail
WW0605,Friday,Wednesday,2020-01-01 23:18:29,2020-01-01 6:38:24,Detail
WW0606,Friday,Friday,2020-01-01 0:0:56,2020-01-01 7:42:21,Detail
WW0607,Friday,Saturday,2020-01-01 14:7:6,2020-01-01 16:41:2,Detail
WW0608,Thursday,Wednesday,2020-01-01 22:47:46,2020-01-01 23:2:45,Detail
WW0609,Wednesday,Wednesday,2020-01-01 6:54:31,2020-01-01 0:0:57,Detail
WW0610,Thursday,Saturday,2020-01-01 8:21:22,2020-01-01 14:39:3,Detail
WW0611,Wednesday,Friday,2020-01-01 16:54:10,2020-01-01 22:16:44,Detail
